Consumption (kwh), Estimated Cost Inc. Tax (p), Start, End
0.064000, 2.09065920000, 2025-05-01T00:00:00+01:00, 2025-05-01T00:30:00+01:00
0.067000, 2.18865885000, 2025-05-01T00:30:00+01:00, 2025-05-01T01:00:00+01:00
0.073000, 2.38465815000, 2025-05-01T01:00:00+01:00, 2025-05-01T01:30:00+01:00
0.056000, 0.77290836000, 2025-05-01T01:30:00+01:00, 2025-05-01T02:00:00+01:00
0.073000, 1.00754125500, 2025-05-01T02:00:00+01:00, 2025-05-01T02:30:00+01:00
1.569000, 21.65523601500, 2025-05-01T02:30:00+01:00, 2025-05-01T03:00:00+01:00
3.096000, 42.73079076000, 2025-05-01T03:00:00+01:00, 2025-05-01T03:30:00+01:00
1.767000, 24.38801914500, 2025-05-01T03:30:00+01:00, 2025-05-01T04:00:00+01:00
0.425000, 5.86582237500, 2025-05-01T04:00:00+01:00, 2025-05-01T04:30:00+01:00
0.731000, 10.08921448500, 2025-05-01T04:30:00+01:00, 2025-05-01T05:00:00+01:00
0.390000, 5.38275465000, 2025-05-01T05:00:00+01:00, 2025-05-01T05:30:00+01:00
0.903000, 12.46314730500, 2025-05-01T05:30:00+01:00, 2025-05-01T06:00:00+01:00
1.546000, 21.33779151000, 2025-05-01T06:00:00+01:00, 2025-05-01T06:30:00+01:00
1.951000, 26.92757518500, 2025-05-01T06:30:00+01:00, 2025-05-01T07:00:00+01:00
0.298000, 4.11297663000, 2025-05-01T07:00:00+01:00, 2025-05-01T07:30:00+01:00
0.535000, 7.38403522500, 2025-05-01T07:30:00+01:00, 2025-05-01T08:00:00+01:00
0.102000, 1.40779737000, 2025-05-01T08:00:00+01:00, 2025-05-01T08:30:00+01:00
0.043000, 1.40466165000, 2025-05-01T08:30:00+01:00, 2025-05-01T09:00:00+01:00
0.067000, 2.18865885000, 2025-05-01T09:00:00+01:00, 2025-05-01T09:30:00+01:00
0.065000, 2.12332575000, 2025-05-01T09:30:00+01:00, 2025-05-01T10:00:00+01:00
0.256000, 8.36263680000, 2025-05-01T10:00:00+01:00, 2025-05-01T10:30:00+01:00
0.162000, 5.29198110000, 2025-05-01T10:30:00+01:00, 2025-05-01T11:00:00+01:00
0.123000, 4.01798565000, 2025-05-01T11:00:00+01:00, 2025-05-01T11:30:00+01:00
1.069000, 34.92054195000, 2025-05-01T11:30:00+01:00, 2025-05-01T12:00:00+01:00
0.380000, 12.41328900000, 2025-05-01T12:00:00+01:00, 2025-05-01T12:30:00+01:00
0.124000, 4.05065220000, 2025-05-01T12:30:00+01:00, 2025-05-01T13:00:00+01:00
0.181000, 5.91264555000, 2025-05-01T13:00:00+01:00, 2025-05-01T13:30:00+01:00
0.199000, 6.50064345000, 2025-05-01T13:30:00+01:00, 2025-05-01T14:00:00+01:00
0.240000, 7.83997200000, 2025-05-01T14:00:00+01:00, 2025-05-01T14:30:00+01:00
0.241000, 7.87263855000, 2025-05-01T14:30:00+01:00, 2025-05-01T15:00:00+01:00
0.232000, 7.57863960000, 2025-05-01T15:00:00+01:00, 2025-05-01T15:30:00+01:00
0.223000, 7.28464065000, 2025-05-01T15:30:00+01:00, 2025-05-01T16:00:00+01:00
0.203000, 6.63130965000, 2025-05-01T16:00:00+01:00, 2025-05-01T16:30:00+01:00
0.224000, 7.31730720000, 2025-05-01T16:30:00+01:00, 2025-05-01T17:00:00+01:00
0.206000, 6.72930930000, 2025-05-01T17:00:00+01:00, 2025-05-01T17:30:00+01:00
0.217000, 7.08864135000, 2025-05-01T17:30:00+01:00, 2025-05-01T18:00:00+01:00
0.300000, 9.79996500000, 2025-05-01T18:00:00+01:00, 2025-05-01T18:30:00+01:00
0.211000, 6.89264205000, 2025-05-01T18:30:00+01:00, 2025-05-01T19:00:00+01:00
0.147000, 4.80198285000, 2025-05-01T19:00:00+01:00, 2025-05-01T19:30:00+01:00
0.096000, 3.13598880000, 2025-05-01T19:30:00+01:00, 2025-05-01T20:00:00+01:00
0.116000, 3.78931980000, 2025-05-01T20:00:00+01:00, 2025-05-01T20:30:00+01:00
0.955000, 31.19655525000, 2025-05-01T20:30:00+01:00, 2025-05-01T21:00:00+01:00
0.188000, 6.14131140000, 2025-05-01T21:00:00+01:00, 2025-05-01T21:30:00+01:00
0.111000, 3.62598705000, 2025-05-01T21:30:00+01:00, 2025-05-01T22:00:00+01:00
0.089000, 2.90732295000, 2025-05-01T22:00:00+01:00, 2025-05-01T22:30:00+01:00
0.122000, 3.98531910000, 2025-05-01T22:30:00+01:00, 2025-05-01T23:00:00+01:00
0.082000, 2.67865710000, 2025-05-01T23:00:00+01:00, 2025-05-01T23:30:00+01:00
0.104000, 3.39732120000, 2025-05-01T23:30:00+01:00, 2025-05-02T00:00:00+01:00
0.117000, 3.82198635000, 2025-05-02T00:00:00+01:00, 2025-05-02T00:30:00+01:00
0.050000, 1.63332750000, 2025-05-02T00:30:00+01:00, 2025-05-02T01:00:00+01:00
0.072000, 2.35199160000, 2025-05-02T01:00:00+01:00, 2025-05-02T01:30:00+01:00
0.054000, 0.74530449000, 2025-05-02T01:30:00+01:00, 2025-05-02T02:00:00+01:00
0.071000, 0.97993738500, 2025-05-02T02:00:00+01:00, 2025-05-02T02:30:00+01:00
1.754000, 24.20859399000, 2025-05-02T02:30:00+01:00, 2025-05-02T03:00:00+01:00
1.634000, 22.55236179000, 2025-05-02T03:00:00+01:00, 2025-05-02T03:30:00+01:00
0.653000, 9.01266355500, 2025-05-02T03:30:00+01:00, 2025-05-02T04:00:00+01:00
0.920000, 12.69778020000, 2025-05-02T04:00:00+01:00, 2025-05-02T04:30:00+01:00
0.460000, 6.34889010000, 2025-05-02T04:30:00+01:00, 2025-05-02T05:00:00+01:00
0.530000, 7.31502555000, 2025-05-02T05:00:00+01:00, 2025-05-02T05:30:00+01:00
0.453000, 6.25227655500, 2025-05-02T05:30:00+01:00, 2025-05-02T06:00:00+01:00
0.520000, 7.17700620000, 2025-05-02T06:00:00+01:00, 2025-05-02T06:30:00+01:00
0.150000, 2.07029025000, 2025-05-02T06:30:00+01:00, 2025-05-02T07:00:00+01:00
0.093000, 1.28357995500, 2025-05-02T07:00:00+01:00, 2025-05-02T07:30:00+01:00
0.168000, 2.31872508000, 2025-05-02T07:30:00+01:00, 2025-05-02T08:00:00+01:00
0.288000, 3.97495728000, 2025-05-02T08:00:00+01:00, 2025-05-02T08:30:00+01:00
0.239000, 7.80730545000, 2025-05-02T08:30:00+01:00, 2025-05-02T09:00:00+01:00
0.218000, 7.12130790000, 2025-05-02T09:00:00+01:00, 2025-05-02T09:30:00+01:00
0.367000, 11.98862385000, 2025-05-02T09:30:00+01:00, 2025-05-02T10:00:00+01:00
0.252000, 8.23197060000, 2025-05-02T10:00:00+01:00, 2025-05-02T10:30:00+01:00
0.287000, 9.37529985000, 2025-05-02T10:30:00+01:00, 2025-05-02T11:00:00+01:00
0.274000, 8.95063470000, 2025-05-02T11:00:00+01:00, 2025-05-02T11:30:00+01:00
0.506000, 16.52927430000, 2025-05-02T11:30:00+01:00, 2025-05-02T12:00:00+01:00
0.249000, 8.13397095000, 2025-05-02T12:00:00+01:00, 2025-05-02T12:30:00+01:00
0.220000, 7.18664100000, 2025-05-02T12:30:00+01:00, 2025-05-02T13:00:00+01:00
0.293000, 9.57129915000, 2025-05-02T13:00:00+01:00, 2025-05-02T13:30:00+01:00
0.231000, 7.54597305000, 2025-05-02T13:30:00+01:00, 2025-05-02T14:00:00+01:00
0.253000, 8.26463715000, 2025-05-02T14:00:00+01:00, 2025-05-02T14:30:00+01:00
0.631000, 20.61259305000, 2025-05-02T14:30:00+01:00, 2025-05-02T15:00:00+01:00
0.245000, 8.00330475000, 2025-05-02T15:00:00+01:00, 2025-05-02T15:30:00+01:00
0.733000, 23.94458115000, 2025-05-02T15:30:00+01:00, 2025-05-02T16:00:00+01:00
0.273000, 8.91796815000, 2025-05-02T16:00:00+01:00, 2025-05-02T16:30:00+01:00
0.146000, 4.76931630000, 2025-05-02T16:30:00+01:00, 2025-05-02T17:00:00+01:00
0.130000, 4.24665150000, 2025-05-02T17:00:00+01:00, 2025-05-02T17:30:00+01:00
0.092000, 3.00532260000, 2025-05-02T17:30:00+01:00, 2025-05-02T18:00:00+01:00
0.090000, 2.93998950000, 2025-05-02T18:00:00+01:00, 2025-05-02T18:30:00+01:00
0.106000, 3.46265430000, 2025-05-02T18:30:00+01:00, 2025-05-02T19:00:00+01:00
0.159000, 5.19398145000, 2025-05-02T19:00:00+01:00, 2025-05-02T19:30:00+01:00
0.321000, 10.48596255000, 2025-05-02T19:30:00+01:00, 2025-05-02T20:00:00+01:00
0.234000, 7.64397270000, 2025-05-02T20:00:00+01:00, 2025-05-02T20:30:00+01:00
0.249000, 8.13397095000, 2025-05-02T20:30:00+01:00, 2025-05-02T21:00:00+01:00
0.196000, 6.40264380000, 2025-05-02T21:00:00+01:00, 2025-05-02T21:30:00+01:00
0.098000, 3.20132190000, 2025-05-02T21:30:00+01:00, 2025-05-02T22:00:00+01:00
0.090000, 2.93998950000, 2025-05-02T22:00:00+01:00, 2025-05-02T22:30:00+01:00
0.065000, 2.12332575000, 2025-05-02T22:30:00+01:00, 2025-05-02T23:00:00+01:00
0.086000, 2.80932330000, 2025-05-02T23:00:00+01:00, 2025-05-02T23:30:00+01:00
0.076000, 2.48265780000, 2025-05-02T23:30:00+01:00, 2025-05-03T00:00:00+01:00
0.087000, 2.84198985000, 2025-05-03T00:00:00+01:00, 2025-05-03T00:30:00+01:00
0.102000, 3.33198810000, 2025-05-03T00:30:00+01:00, 2025-05-03T01:00:00+01:00
0.076000, 2.48265780000, 2025-05-03T01:00:00+01:00, 2025-05-03T01:30:00+01:00
0.100000, 1.38019350000, 2025-05-03T01:30:00+01:00, 2025-05-03T02:00:00+01:00
0.076000, 1.04894706000, 2025-05-03T02:00:00+01:00, 2025-05-03T02:30:00+01:00
1.643000, 22.67657920500, 2025-05-03T02:30:00+01:00, 2025-05-03T03:00:00+01:00
2.484000, 34.28400654000, 2025-05-03T03:00:00+01:00, 2025-05-03T03:30:00+01:00
2.313000, 31.92387565500, 2025-05-03T03:30:00+01:00, 2025-05-03T04:00:00+01:00
0.679000, 9.37151386500, 2025-05-03T04:00:00+01:00, 2025-05-03T04:30:00+01:00
1.018000, 14.05036983000, 2025-05-03T04:30:00+01:00, 2025-05-03T05:00:00+01:00
0.492000, 6.79055202000, 2025-05-03T05:00:00+01:00, 2025-05-03T05:30:00+01:00
0.838000, 11.56602153000, 2025-05-03T05:30:00+01:00, 2025-05-03T06:00:00+01:00
0.429000, 5.92103011500, 2025-05-03T06:00:00+01:00, 2025-05-03T06:30:00+01:00
0.167000, 2.30492314500, 2025-05-03T06:30:00+01:00, 2025-05-03T07:00:00+01:00
0.081000, 1.11795673500, 2025-05-03T07:00:00+01:00, 2025-05-03T07:30:00+01:00
0.079000, 1.09035286500, 2025-05-03T07:30:00+01:00, 2025-05-03T08:00:00+01:00
0.068000, 0.93853158000, 2025-05-03T08:00:00+01:00, 2025-05-03T08:30:00+01:00
0.076000, 2.48265780000, 2025-05-03T08:30:00+01:00, 2025-05-03T09:00:00+01:00
0.054000, 1.76399370000, 2025-05-03T09:00:00+01:00, 2025-05-03T09:30:00+01:00
0.076000, 2.48265780000, 2025-05-03T09:30:00+01:00, 2025-05-03T10:00:00+01:00
0.062000, 2.02532610000, 2025-05-03T10:00:00+01:00, 2025-05-03T10:30:00+01:00
0.062000, 2.02532610000, 2025-05-03T10:30:00+01:00, 2025-05-03T11:00:00+01:00
0.087000, 2.84198985000, 2025-05-03T11:00:00+01:00, 2025-05-03T11:30:00+01:00
0.072000, 2.35199160000, 2025-05-03T11:30:00+01:00, 2025-05-03T12:00:00+01:00
0.094000, 3.07065570000, 2025-05-03T12:00:00+01:00, 2025-05-03T12:30:00+01:00
0.119000, 3.88731945000, 2025-05-03T12:30:00+01:00, 2025-05-03T13:00:00+01:00
0.127000, 4.14865185000, 2025-05-03T13:00:00+01:00, 2025-05-03T13:30:00+01:00
0.203000, 6.63130965000, 2025-05-03T13:30:00+01:00, 2025-05-03T14:00:00+01:00
0.084000, 2.74399020000, 2025-05-03T14:00:00+01:00, 2025-05-03T14:30:00+01:00
0.093000, 3.03798915000, 2025-05-03T14:30:00+01:00, 2025-05-03T15:00:00+01:00
0.078000, 2.54799090000, 2025-05-03T15:00:00+01:00, 2025-05-03T15:30:00+01:00
0.078000, 2.54799090000, 2025-05-03T15:30:00+01:00, 2025-05-03T16:00:00+01:00
0.095000, 3.10332225000, 2025-05-03T16:00:00+01:00, 2025-05-03T16:30:00+01:00
0.088000, 2.87465640000, 2025-05-03T16:30:00+01:00, 2025-05-03T17:00:00+01:00
0.124000, 4.05065220000, 2025-05-03T17:00:00+01:00, 2025-05-03T17:30:00+01:00
0.148000, 4.83464940000, 2025-05-03T17:30:00+01:00, 2025-05-03T18:00:00+01:00
0.109000, 3.56065395000, 2025-05-03T18:00:00+01:00, 2025-05-03T18:30:00+01:00
0.082000, 2.67865710000, 2025-05-03T18:30:00+01:00, 2025-05-03T19:00:00+01:00
0.123000, 4.01798565000, 2025-05-03T19:00:00+01:00, 2025-05-03T19:30:00+01:00
0.120000, 3.91998600000, 2025-05-03T19:30:00+01:00, 2025-05-03T20:00:00+01:00
0.111000, 3.62598705000, 2025-05-03T20:00:00+01:00, 2025-05-03T20:30:00+01:00
0.071000, 2.31932505000, 2025-05-03T20:30:00+01:00, 2025-05-03T21:00:00+01:00
0.067000, 2.18865885000, 2025-05-03T21:00:00+01:00, 2025-05-03T21:30:00+01:00
0.124000, 4.05065220000, 2025-05-03T21:30:00+01:00, 2025-05-03T22:00:00+01:00
0.108000, 3.52798740000, 2025-05-03T22:00:00+01:00, 2025-05-03T22:30:00+01:00
0.106000, 3.46265430000, 2025-05-03T22:30:00+01:00, 2025-05-03T23:00:00+01:00
0.145000, 4.73664975000, 2025-05-03T23:00:00+01:00, 2025-05-03T23:30:00+01:00
0.072000, 2.35199160000, 2025-05-03T23:30:00+01:00, 2025-05-04T00:00:00+01:00
0.160000, 5.22664800000, 2025-05-04T00:00:00+01:00, 2025-05-04T00:30:00+01:00
0.057000, 1.86199335000, 2025-05-04T00:30:00+01:00, 2025-05-04T01:00:00+01:00
0.071000, 2.31932505000, 2025-05-04T01:00:00+01:00, 2025-05-04T01:30:00+01:00
0.063000, 0.86952190500, 2025-05-04T01:30:00+01:00, 2025-05-04T02:00:00+01:00
0.051000, 0.70389868500, 2025-05-04T02:00:00+01:00, 2025-05-04T02:30:00+01:00
2.446000, 33.75953301000, 2025-05-04T02:30:00+01:00, 2025-05-04T03:00:00+01:00
3.109000, 42.91021591500, 2025-05-04T03:00:00+01:00, 2025-05-04T03:30:00+01:00
0.714000, 9.85458159000, 2025-05-04T03:30:00+01:00, 2025-05-04T04:00:00+01:00
0.872000, 12.03528732000, 2025-05-04T04:00:00+01:00, 2025-05-04T04:30:00+01:00
0.507000, 6.99758104500, 2025-05-04T04:30:00+01:00, 2025-05-04T05:00:00+01:00
0.487000, 6.72154234500, 2025-05-04T05:00:00+01:00, 2025-05-04T05:30:00+01:00
0.764000, 10.54467834000, 2025-05-04T05:30:00+01:00, 2025-05-04T06:00:00+01:00
0.380000, 5.24473530000, 2025-05-04T06:00:00+01:00, 2025-05-04T06:30:00+01:00
0.145000, 2.00128057500, 2025-05-04T06:30:00+01:00, 2025-05-04T07:00:00+01:00
0.055000, 0.75910642500, 2025-05-04T07:00:00+01:00, 2025-05-04T07:30:00+01:00
0.068000, 0.93853158000, 2025-05-04T07:30:00+01:00, 2025-05-04T08:00:00+01:00
0.051000, 0.70389868500, 2025-05-04T08:00:00+01:00, 2025-05-04T08:30:00+01:00
0.068000, 2.22132540000, 2025-05-04T08:30:00+01:00, 2025-05-04T09:00:00+01:00
0.218000, 7.12130790000, 2025-05-04T09:00:00+01:00, 2025-05-04T09:30:00+01:00
0.085000, 2.77665675000, 2025-05-04T09:30:00+01:00, 2025-05-04T10:00:00+01:00
0.157000, 5.12864835000, 2025-05-04T10:00:00+01:00, 2025-05-04T10:30:00+01:00
0.159000, 5.19398145000, 2025-05-04T10:30:00+01:00, 2025-05-04T11:00:00+01:00
0.180000, 5.87997900000, 2025-05-04T11:00:00+01:00, 2025-05-04T11:30:00+01:00
0.186000, 6.07597830000, 2025-05-04T11:30:00+01:00, 2025-05-04T12:00:00+01:00
0.162000, 5.29198110000, 2025-05-04T12:00:00+01:00, 2025-05-04T12:30:00+01:00
0.175000, 5.71664625000, 2025-05-04T12:30:00+01:00, 2025-05-04T13:00:00+01:00
0.176000, 5.74931280000, 2025-05-04T13:00:00+01:00, 2025-05-04T13:30:00+01:00
0.302000, 9.86529810000, 2025-05-04T13:30:00+01:00, 2025-05-04T14:00:00+01:00
0.131000, 4.27931805000, 2025-05-04T14:00:00+01:00, 2025-05-04T14:30:00+01:00
0.187000, 6.10864485000, 2025-05-04T14:30:00+01:00, 2025-05-04T15:00:00+01:00
0.152000, 4.96531560000, 2025-05-04T15:00:00+01:00, 2025-05-04T15:30:00+01:00
0.154000, 5.03064870000, 2025-05-04T15:30:00+01:00, 2025-05-04T16:00:00+01:00
0.139000, 4.54065045000, 2025-05-04T16:00:00+01:00, 2025-05-04T16:30:00+01:00
0.129000, 4.21398495000, 2025-05-04T16:30:00+01:00, 2025-05-04T17:00:00+01:00
0.123000, 4.01798565000, 2025-05-04T17:00:00+01:00, 2025-05-04T17:30:00+01:00
0.130000, 4.24665150000, 2025-05-04T17:30:00+01:00, 2025-05-04T18:00:00+01:00
0.099000, 3.23398845000, 2025-05-04T18:00:00+01:00, 2025-05-04T18:30:00+01:00
0.083000, 2.71132365000, 2025-05-04T18:30:00+01:00, 2025-05-04T19:00:00+01:00
0.069000, 2.25399195000, 2025-05-04T19:00:00+01:00, 2025-05-04T19:30:00+01:00
0.079000, 2.58065745000, 2025-05-04T19:30:00+01:00, 2025-05-04T20:00:00+01:00
0.062000, 2.02532610000, 2025-05-04T20:00:00+01:00, 2025-05-04T20:30:00+01:00
0.078000, 2.54799090000, 2025-05-04T20:30:00+01:00, 2025-05-04T21:00:00+01:00
0.153000, 4.99798215000, 2025-05-04T21:00:00+01:00, 2025-05-04T21:30:00+01:00
0.080000, 2.61332400000, 2025-05-04T21:30:00+01:00, 2025-05-04T22:00:00+01:00
0.106000, 3.46265430000, 2025-05-04T22:00:00+01:00, 2025-05-04T22:30:00+01:00
0.138000, 4.50798390000, 2025-05-04T22:30:00+01:00, 2025-05-04T23:00:00+01:00
0.114000, 3.72398670000, 2025-05-04T23:00:00+01:00, 2025-05-04T23:30:00+01:00
0.117000, 3.82198635000, 2025-05-04T23:30:00+01:00, 2025-05-05T00:00:00+01:00
0.129000, 4.21398495000, 2025-05-05T00:00:00+01:00, 2025-05-05T00:30:00+01:00
0.056000, 1.82932680000, 2025-05-05T00:30:00+01:00, 2025-05-05T01:00:00+01:00
0.072000, 2.35199160000, 2025-05-05T01:00:00+01:00, 2025-05-05T01:30:00+01:00
0.057000, 0.78671029500, 2025-05-05T01:30:00+01:00, 2025-05-05T02:00:00+01:00
0.062000, 0.85571997000, 2025-05-05T02:00:00+01:00, 2025-05-05T02:30:00+01:00
2.535000, 34.98790522500, 2025-05-05T02:30:00+01:00, 2025-05-05T03:00:00+01:00
3.761000, 51.90907753500, 2025-05-05T03:00:00+01:00, 2025-05-05T03:30:00+01:00
2.103000, 29.02546930500, 2025-05-05T03:30:00+01:00, 2025-05-05T04:00:00+01:00
2.260000, 31.19237310000, 2025-05-05T04:00:00+01:00, 2025-05-05T04:30:00+01:00
0.563000, 7.77048940500, 2025-05-05T04:30:00+01:00, 2025-05-05T05:00:00+01:00
0.718000, 9.90978933000, 2025-05-05T05:00:00+01:00, 2025-05-05T05:30:00+01:00
0.537000, 7.41163909500, 2025-05-05T05:30:00+01:00, 2025-05-05T06:00:00+01:00
0.387000, 5.34134884500, 2025-05-05T06:00:00+01:00, 2025-05-05T06:30:00+01:00
0.144000, 1.98747864000, 2025-05-05T06:30:00+01:00, 2025-05-05T07:00:00+01:00
0.067000, 0.92472964500, 2025-05-05T07:00:00+01:00, 2025-05-05T07:30:00+01:00
0.072000, 0.99373932000, 2025-05-05T07:30:00+01:00, 2025-05-05T08:00:00+01:00
0.057000, 0.78671029500, 2025-05-05T08:00:00+01:00, 2025-05-05T08:30:00+01:00
0.076000, 2.48265780000, 2025-05-05T08:30:00+01:00, 2025-05-05T09:00:00+01:00
0.065000, 2.12332575000, 2025-05-05T09:00:00+01:00, 2025-05-05T09:30:00+01:00
0.090000, 2.93998950000, 2025-05-05T09:30:00+01:00, 2025-05-05T10:00:00+01:00
0.087000, 2.84198985000, 2025-05-05T10:00:00+01:00, 2025-05-05T10:30:00+01:00
0.201000, 6.56597655000, 2025-05-05T10:30:00+01:00, 2025-05-05T11:00:00+01:00
0.095000, 3.10332225000, 2025-05-05T11:00:00+01:00, 2025-05-05T11:30:00+01:00
0.056000, 1.82932680000, 2025-05-05T11:30:00+01:00, 2025-05-05T12:00:00+01:00
0.071000, 2.31932505000, 2025-05-05T12:00:00+01:00, 2025-05-05T12:30:00+01:00
0.068000, 2.22132540000, 2025-05-05T12:30:00+01:00, 2025-05-05T13:00:00+01:00
0.060000, 1.95999300000, 2025-05-05T13:00:00+01:00, 2025-05-05T13:30:00+01:00
0.071000, 2.31932505000, 2025-05-05T13:30:00+01:00, 2025-05-05T14:00:00+01:00
0.057000, 1.86199335000, 2025-05-05T14:00:00+01:00, 2025-05-05T14:30:00+01:00
0.071000, 2.31932505000, 2025-05-05T14:30:00+01:00, 2025-05-05T15:00:00+01:00
0.182000, 5.94531210000, 2025-05-05T15:00:00+01:00, 2025-05-05T15:30:00+01:00
0.119000, 3.88731945000, 2025-05-05T15:30:00+01:00, 2025-05-05T16:00:00+01:00
0.082000, 2.67865710000, 2025-05-05T16:00:00+01:00, 2025-05-05T16:30:00+01:00
0.111000, 3.62598705000, 2025-05-05T16:30:00+01:00, 2025-05-05T17:00:00+01:00
0.068000, 2.22132540000, 2025-05-05T17:00:00+01:00, 2025-05-05T17:30:00+01:00
0.064000, 2.09065920000, 2025-05-05T17:30:00+01:00, 2025-05-05T18:00:00+01:00
0.090000, 2.93998950000, 2025-05-05T18:00:00+01:00, 2025-05-05T18:30:00+01:00
0.125000, 4.08331875000, 2025-05-05T18:30:00+01:00, 2025-05-05T19:00:00+01:00
0.286000, 9.34263330000, 2025-05-05T19:00:00+01:00, 2025-05-05T19:30:00+01:00
0.085000, 2.77665675000, 2025-05-05T19:30:00+01:00, 2025-05-05T20:00:00+01:00
0.093000, 3.03798915000, 2025-05-05T20:00:00+01:00, 2025-05-05T20:30:00+01:00
0.142000, 4.63865010000, 2025-05-05T20:30:00+01:00, 2025-05-05T21:00:00+01:00
0.192000, 6.27197760000, 2025-05-05T21:00:00+01:00, 2025-05-05T21:30:00+01:00
0.098000, 3.20132190000, 2025-05-05T21:30:00+01:00, 2025-05-05T22:00:00+01:00
0.093000, 3.03798915000, 2025-05-05T22:00:00+01:00, 2025-05-05T22:30:00+01:00
0.069000, 2.25399195000, 2025-05-05T22:30:00+01:00, 2025-05-05T23:00:00+01:00
0.076000, 2.48265780000, 2025-05-05T23:00:00+01:00, 2025-05-05T23:30:00+01:00
0.070000, 2.28665850000, 2025-05-05T23:30:00+01:00, 2025-05-06T00:00:00+01:00
0.060000, 1.95999300000, 2025-05-06T00:00:00+01:00, 2025-05-06T00:30:00+01:00
0.072000, 2.35199160000, 2025-05-06T00:30:00+01:00, 2025-05-06T01:00:00+01:00
0.056000, 1.82932680000, 2025-05-06T01:00:00+01:00, 2025-05-06T01:30:00+01:00
0.069000, 0.95233351500, 2025-05-06T01:30:00+01:00, 2025-05-06T02:00:00+01:00
0.064000, 0.88332384000, 2025-05-06T02:00:00+01:00, 2025-05-06T02:30:00+01:00
2.430000, 33.53870205000, 2025-05-06T02:30:00+01:00, 2025-05-06T03:00:00+01:00
3.672000, 50.68070532000, 2025-05-06T03:00:00+01:00, 2025-05-06T03:30:00+01:00
3.512000, 48.47239572000, 2025-05-06T03:30:00+01:00, 2025-05-06T04:00:00+01:00
1.755000, 24.22239592500, 2025-05-06T04:00:00+01:00, 2025-05-06T04:30:00+01:00
0.456000, 6.29368236000, 2025-05-06T04:30:00+01:00, 2025-05-06T05:00:00+01:00
0.876000, 12.09049506000, 2025-05-06T05:00:00+01:00, 2025-05-06T05:30:00+01:00
0.349000, 4.81687531500, 2025-05-06T05:30:00+01:00, 2025-05-06T06:00:00+01:00
0.460000, 6.34889010000, 2025-05-06T06:00:00+01:00, 2025-05-06T06:30:00+01:00
0.628000, 8.66761518000, 2025-05-06T06:30:00+01:00, 2025-05-06T07:00:00+01:00
0.063000, 0.86952190500, 2025-05-06T07:00:00+01:00, 2025-05-06T07:30:00+01:00
0.081000, 1.11795673500, 2025-05-06T07:30:00+01:00, 2025-05-06T08:00:00+01:00
0.130000, 1.79425155000, 2025-05-06T08:00:00+01:00, 2025-05-06T08:30:00+01:00
0.378000, 12.34795590000, 2025-05-06T08:30:00+01:00, 2025-05-06T09:00:00+01:00
0.244000, 7.97063820000, 2025-05-06T09:00:00+01:00, 2025-05-06T09:30:00+01:00
0.353000, 11.53129215000, 2025-05-06T09:30:00+01:00, 2025-05-06T10:00:00+01:00
0.378000, 12.34795590000, 2025-05-06T10:00:00+01:00, 2025-05-06T10:30:00+01:00
0.086000, 2.80932330000, 2025-05-06T10:30:00+01:00, 2025-05-06T11:00:00+01:00
0.064000, 2.09065920000, 2025-05-06T11:00:00+01:00, 2025-05-06T11:30:00+01:00
0.077000, 2.51532435000, 2025-05-06T11:30:00+01:00, 2025-05-06T12:00:00+01:00
0.057000, 1.86199335000, 2025-05-06T12:00:00+01:00, 2025-05-06T12:30:00+01:00
0.079000, 2.58065745000, 2025-05-06T12:30:00+01:00, 2025-05-06T13:00:00+01:00
0.079000, 2.58065745000, 2025-05-06T13:00:00+01:00, 2025-05-06T13:30:00+01:00
0.093000, 3.03798915000, 2025-05-06T13:30:00+01:00, 2025-05-06T14:00:00+01:00
0.113000, 3.69132015000, 2025-05-06T14:00:00+01:00, 2025-05-06T14:30:00+01:00
0.229000, 7.48063995000, 2025-05-06T14:30:00+01:00, 2025-05-06T15:00:00+01:00
0.086000, 2.80932330000, 2025-05-06T15:00:00+01:00, 2025-05-06T15:30:00+01:00
0.085000, 2.77665675000, 2025-05-06T15:30:00+01:00, 2025-05-06T16:00:00+01:00
0.102000, 3.33198810000, 2025-05-06T16:00:00+01:00, 2025-05-06T16:30:00+01:00
0.071000, 2.31932505000, 2025-05-06T16:30:00+01:00, 2025-05-06T17:00:00+01:00
0.109000, 3.56065395000, 2025-05-06T17:00:00+01:00, 2025-05-06T17:30:00+01:00
0.068000, 2.22132540000, 2025-05-06T17:30:00+01:00, 2025-05-06T18:00:00+01:00
0.066000, 2.15599230000, 2025-05-06T18:00:00+01:00, 2025-05-06T18:30:00+01:00
0.093000, 3.03798915000, 2025-05-06T18:30:00+01:00, 2025-05-06T19:00:00+01:00
0.079000, 2.58065745000, 2025-05-06T19:00:00+01:00, 2025-05-06T19:30:00+01:00
0.104000, 3.39732120000, 2025-05-06T19:30:00+01:00, 2025-05-06T20:00:00+01:00
0.140000, 4.57331700000, 2025-05-06T20:00:00+01:00, 2025-05-06T20:30:00+01:00
0.118000, 3.85465290000, 2025-05-06T20:30:00+01:00, 2025-05-06T21:00:00+01:00
0.174000, 5.68397970000, 2025-05-06T21:00:00+01:00, 2025-05-06T21:30:00+01:00
0.170000, 5.55331350000, 2025-05-06T21:30:00+01:00, 2025-05-06T22:00:00+01:00
0.126000, 4.11598530000, 2025-05-06T22:00:00+01:00, 2025-05-06T22:30:00+01:00
