"RawData"
"Wavelength nm."	"Abs."
653.00	0.009594
654.00	0.009409
655.00	0.009359
656.00	0.009485
657.00	0.009248
658.00	0.009421
659.00	0.009356
660.00	0.009417
661.00	0.009216
662.00	0.009550
663.00	0.009596
664.00	0.009171
665.00	0.009624
666.00	0.009053
667.00	0.009288
668.00	0.009417
669.00	0.009648
670.00	0.009441
671.00	0.009479
672.00	0.009493
673.00	0.009264
674.00	0.009537
675.00	0.009533
676.00	0.009120
677.00	0.009623
678.00	0.009364
679.00	0.009350
680.00	0.009452
681.00	0.009464
682.00	0.009404
683.00	0.009660
684.00	0.009445
685.00	0.009612
686.00	0.009453
687.00	0.009591
688.00	0.009201
689.00	0.009448
690.00	0.009357
691.00	0.009491
692.00	0.009730
693.00	0.009175
694.00	0.009189
695.00	0.009472
696.00	0.009561
697.00	0.009312
698.00	0.009474
699.00	0.009213
700.00	0.009204
701.00	 
702.00	 
703.00	 
704.00	 
705.00	 
706.00	 
707.00	 
708.00	 
709.00	 
710.00	 
711.00	 
712.00	 
713.00	 
714.00	 
715.00	 
716.00	 
717.00	 
718.00	 
719.00	 
720.00	 
721.00	 
722.00	 
723.00	 
724.00	 
725.00	 
726.00	 
727.00	 
728.00	 
729.00	 
730.00	 
731.00	 
732.00	 
733.00	 
734.00	 
735.00	 
736.00	 
737.00	 
738.00	 
739.00	 
740.00	 
741.00	 
742.00	 
743.00	 
744.00	 
745.00	 
746.00	 
747.00	 
748.00	 
749.00	 
750.00	 
751.00	 
752.00	 
753.00	 
754.00	 
755.00	 
756.00	 
757.00	 
758.00	 
759.00	 
760.00	 
761.00	 
762.00	 
763.00	 
764.00	 
765.00	 
766.00	 
767.00	 
768.00	 
769.00	 
770.00	 
771.00	 
772.00	 
773.00	 
774.00	 
775.00	 
776.00	 
777.00	 
778.00	 
779.00	 
780.00	 
781.00	 
782.00	 
783.00	 
784.00	 
785.00	 
786.00	 
787.00	 
788.00	 
789.00	 
790.00	 
791.00	 
792.00	 
793.00	 
794.00	 
795.00	 
796.00	 
797.00	 
798.00	 
799.00	 
800.00	 
801.00	 
802.00	 
803.00	 
804.00	 
805.00	 
806.00	 
807.00	 
808.00	 
809.00	 
810.00	 
811.00	 
812.00	 
813.00	 
814.00	 
815.00	 
816.00	 
817.00	 
818.00	 
819.00	 
820.00	 
821.00	 
822.00	 
823.00	 
824.00	 
825.00	 
826.00	 
827.00	 
828.00	 
829.00	 
830.00	 
831.00	 
832.00	 
833.00	 
834.00	 
835.00	 
836.00	 
837.00	 
838.00	 
839.00	 
840.00	 
841.00	 
842.00	 
843.00	 
844.00	 
845.00	 
846.00	 
847.00	 
848.00	 
849.00	 
850.00	 
851.00	 
852.00	 
853.00	 
854.00	 
855.00	 
856.00	 
857.00	 
858.00	 
859.00	 
860.00	 
861.00	 
862.00	 
863.00	 
864.00	 
865.00	 
866.00	 
867.00	 
868.00	 
869.00	 
870.00	 
871.00	 
872.00	 
873.00	 
874.00	 
875.00	 
876.00	 
877.00	 
878.00	 
879.00	 
880.00	 
881.00	 
882.00	 
883.00	 
884.00	 
885.00	 
886.00	 
887.00	 
888.00	 
889.00	 
890.00	 
891.00	 
892.00	 
893.00	 
894.00	 
895.00	 
896.00	 
897.00	 
898.00	 
899.00	 
900.00	 
